email_index,priority,reasoning
869,1,Promotional content with no required action
870,1,Promotional content with no urgent action required
871,1,Promotional spam with no required action
872,1,It's a news digest with no required action
873,3,"Event is tonight, requiring immediate attention"
874,1,Informational announcement about a conference call with no required action
875,1,"Promotional email, no action required"
877,1,"Promotional marketing email, no action required"
878,1,"Informational, no action needed"
880,1,Joke with no actionable request
881,1,"Informational email about ticket specials, no action required"
882,1,"Contains news updates about Enron, no action required"
883,1,Condolence message with no required action
884,3,Urgent data request for investigation requires immediate attention
885,2,Request for status update requiring a response
886,1,Informational FYI with no required action
887,2,"Attachment sent, requires review"
888,1,Informational newsletter with no required action
889,1,"Informational forwarded summary, no action required"
890,1,Informational survey results with no action required
891,3,Needs response before tomorrow's meeting
